0,1,2,3,4,5,6
PresaLaPurisimaGto,B11,2020,12,25,5,431169.0
PresaLaPurisimaGto,B11,2020,12,25,4,424151.0
PresaLaPurisimaGto,B11,2020,12,20,3,419963.0
PresaLaPurisimaGto,B11,2020,12,20,2,412967.0
PresaLaPurisimaGto,B11,2020,12,10,1,428333.0
PresaLaPurisimaGto,B11,2020,12,10,0,421344.0
PresaLaPurisimaGto,B11,2021,1,19,5,428982.0
PresaLaPurisimaGto,B11,2021,1,19,4,421998.0
PresaLaPurisimaGto,B11,2021,1,9,3,425226.0
PresaLaPurisimaGto,B11,2021,1,9,2,418796.0
PresaLaPurisimaGto,B11,2021,1,4,1,429572.0
PresaLaPurisimaGto,B11,2021,1,4,0,423155.0
PresaLaPurisimaGto,B11,2021,1,24,6,43802.0
PresaLaPurisimaGto,B11,2021,2,23,9,420280.0
PresaLaPurisimaGto,B11,2021,2,23,8,413926.0
PresaLaPurisimaGto,B11,2021,2,18,7,421060.0
PresaLaPurisimaGto,B11,2021,2,18,6,414538.0
PresaLaPurisimaGto,B11,2021,2,13,5,422585.0
PresaLaPurisimaGto,B11,2021,2,13,4,420348.0
PresaLaPurisimaGto,B11,2021,2,8,3,423401.0
PresaLaPurisimaGto,B11,2021,2,8,2,420625.0
PresaLaPurisimaGto,B11,2021,2,3,1,427383.0
PresaLaPurisimaGto,B11,2021,2,3,0,420899.0
PresaLaPurisimaGto,B11,2021,3,15,4,411594.0
PresaLaPurisimaGto,B11,2021,3,10,3,417850.0
PresaLaPurisimaGto,B11,2021,3,10,2,411643.0
PresaLaPurisimaGto,B11,2021,3,5,1,418761.0
PresaLaPurisimaGto,B11,2021,3,5,0,412863.0
PresaLaPurisimaGto,B11,2021,3,25,9,415788.0
PresaLaPurisimaGto,B11,2021,3,25,8,409747.0
PresaLaPurisimaGto,B11,2021,3,20,7,416267.0
PresaLaPurisimaGto,B11,2021,3,20,6,409427.0
PresaLaPurisimaGto,B11,2021,3,15,5,417709.0
PresaLaPurisimaGto,B11,2021,4,19,7,411925.0
PresaLaPurisimaGto,B11,2021,4,19,6,405562.0
PresaLaPurisimaGto,B11,2021,4,14,5,401849.0
PresaLaPurisimaGto,B11,2021,4,14,4,393401.0
PresaLaPurisimaGto,B11,2021,4,9,3,412665.0
PresaLaPurisimaGto,B11,2021,4,9,2,406149.0
PresaLaPurisimaGto,B11,2021,4,4,1,414586.0
PresaLaPurisimaGto,B11,2021,4,4,0,408382.0
PresaLaPurisimaGto,B11,2021,5,24,5,410175.0
PresaLaPurisimaGto,B11,2021,5,24,4,403949.0
PresaLaPurisimaGto,B11,2021,5,19,3,407602.0
